2015-08-27, 1
2015-09-10, 1
2015-09-17, 13
2015-09-24, 13
2015-10-01, 9
2015-10-15, 6
2015-10-22, 13
2015-10-29, 14
2015-11-05, 9
2015-11-12, 1
2015-11-19, 3
2015-11-26, 1
2015-12-03, 1
