2015-08-27, 2
2015-09-03, 2
2015-09-10, 2
2015-09-17, 9
2015-09-24, 8
2015-10-01, 8
2015-10-08, 4
2015-10-15, 26
2015-10-22, 10
2015-10-29, 6
2015-11-05, 8
2015-11-12, 7
2015-11-19, 3
2015-11-26, 1
2015-12-03, 3
